train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
0.0001,121,0.9879199862480164,14.80491828918457,1134.187744140625,-0.020425666123628616
0.0001,246,0.9756278991699219,20.31824493408203,1098.17431640625,-0.04068489745259285
0.0001,371,0.9638117551803589,25.16175651550293,1365.812744140625,-0.05427662283182144
0.0001,496,0.9533189535140991,28.591154098510742,1476.53955078125,-0.06435972452163696
0.0001,621,0.9444972276687622,31.906084060668945,826.474609375,-0.0542297437787056
0.0001,746,0.9372023344039917,37.24980163574219,765.642822265625,-0.03905835375189781
0.0001,871,0.931146502494812,42.806087493896484,808.8553466796875,-0.03810008615255356
0.0001,996,0.9255334734916687,45.94818878173828,620.6075439453125,-0.04487304389476776
0.0001,1121,0.9198127388954163,47.81975555419922,258.74346923828125,-0.04749259725213051
0.0001,1246,0.9135119915008545,52.264625549316406,270.14361572265625,-0.05349650979042053
0.0001,1371,0.9065842628479004,58.4614143371582,366.91015625,-0.06318387389183044
0.0001,1496,0.898888349533081,56.152259826660156,268.76385498046875,-0.08717238903045654
0.0001,1621,0.8907289505004883,68.80914306640625,467.59344482421875,-0.07088561356067657
0.0001,1746,0.8821981549263,69.19279479980469,239.14291381835938,-0.05913893133401871
0.0001,1871,0.8734068870544434,68.36541748046875,256.6177673339844,-0.08504132181406021
0.0001,1996,0.8643618822097778,72.59703063964844,394.73272705078125,-0.09481818974018097
0.0001,2121,0.8553541302680969,73.65159606933594,384.1600341796875,-0.11835189908742905
0.0001,2246,0.845955491065979,79.52320861816406,421.5953674316406,-0.11744022369384766
0.0001,2371,0.8364982604980469,75.80506896972656,363.08209228515625,-0.11807365715503693
0.0001,2496,0.827049970626831,80.48045349121094,428.5504455566406,-0.1273835003376007
0.0001,2621,0.8175451755523682,78.66282653808594,241.912353515625,-0.15952947735786438
0.0001,2746,0.8079798817634583,78.00285339355469,211.05319213867188,-0.1663302779197693
0.0001,2871,0.7986077666282654,80.44783020019531,242.18338012695312,-0.1673080325126648
0.0001,2996,0.7894967198371887,80.81942749023438,305.63604736328125,-0.17429132759571075
0.0001,3121,0.7806094884872437,73.93544006347656,291.41351318359375,-0.15215706825256348
0.0001,3246,0.7720575332641602,74.25516510009766,258.9010314941406,-0.15201768279075623
0.0001,3371,0.7638769149780273,80.03353118896484,348.488525390625,-0.16916930675506592
0.0001,3496,0.7559581398963928,71.99920654296875,284.9020080566406,-0.1582334339618683
0.0001,3621,0.7481632828712463,65.31877899169922,350.49468994140625,-0.17128275334835052
0.0001,3746,0.7404826879501343,65.39594268798828,203.14231872558594,-0.16580788791179657
0.0001,3871,0.73296719789505,61.197044372558594,220.39462280273438,-0.15807078778743744
