train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
0.0001,39614,0.799441933631897,-241.80271911621094,159.34291076660156,0.06858862191438675
0.0001,39739,0.8160197138786316,-250.94483947753906,159.4139404296875,0.07855210453271866
0.0001,39864,0.8301242589950562,-242.63558959960938,121.06690979003906,0.05727898329496384
0.0001,39989,0.843066394329071,-226.08978271484375,130.5164031982422,0.03851470351219177
0.0001,40114,0.8556825518608093,-224.45181274414062,188.1127471923828,0.029146268963813782
0.0001,40239,0.868631899356842,-223.68475341796875,260.48974609375,0.03589503839612007
0.0001,40364,0.8810117244720459,-215.89205932617188,92.82379913330078,0.032669056206941605
0.0001,40489,0.8938643932342529,-232.06307983398438,138.775634765625,0.04500001668930054
0.0001,40614,0.907118022441864,-214.91983032226562,102.133544921875,0.03319250047206879
0.0001,40739,0.9208618998527527,-206.55279541015625,101.53703308105469,0.026244988664984703
0.0001,40864,0.9341529607772827,-210.1750030517578,108.7020492553711,0.01925850100815296
0.0001,40989,0.9479124546051025,-201.0899200439453,104.9124526977539,0.01352713629603386
0.0001,41114,0.9619858860969543,-222.22482299804688,117.81259155273438,0.015307818539440632
0.0001,41239,0.9763892889022827,-206.04896545410156,57.019622802734375,0.007950269617140293
0.0001,41364,0.9915649890899658,-203.29554748535156,72.83476257324219,0.0033885925076901913
0.0001,41489,1.0065793991088867,-206.3263702392578,225.25003051757812,-0.002598739229142666
0.0001,41614,1.0216667652130127,-206.7498016357422,74.6549301147461,-0.008555677719414234
0.0001,41739,1.0370967388153076,-205.5722198486328,70.63005065917969,-0.016152063384652138
0.0001,41864,1.0525381565093994,-218.26528930664062,43.517494201660156,-0.030734969303011894
0.0001,41989,1.0684415102005005,-211.4667205810547,68.85943603515625,-0.026516735553741455
0.0001,42114,1.0842204093933105,-219.84860229492188,47.65648651123047,-0.03989066928625107
0.0001,42239,1.09983229637146,-198.1136474609375,49.06025695800781,-0.04025016352534294
0.0001,42364,1.1154260635375977,-206.81460571289062,90.94940185546875,-0.047075238078832626
0.0001,42489,1.1308186054229736,-202.2166748046875,30.930843353271484,-0.05125884339213371
0.0001,42614,1.1463035345077515,-213.44334411621094,48.737449645996094,-0.06918694823980331
0.0001,42739,1.1618967056274414,-196.58084106445312,56.36528015136719,-0.05393131822347641
0.0001,42864,1.1777740716934204,-184.75689697265625,77.07089233398438,-0.061319202184677124
0.0001,42989,1.1936895847320557,-202.91354370117188,36.51313018798828,-0.08715052902698517
0.0001,43114,1.2093960046768188,-207.10794067382812,56.03422546386719,-0.10169479250907898
0.0001,43239,1.2251759767532349,-210.4004364013672,36.627418518066406,-0.11877325177192688
0.0001,43364,1.240917682647705,-197.38421630859375,57.283748626708984,-0.1235472708940506
0.0001,43489,1.2570604085922241,-197.75775146484375,33.83317184448242,-0.0991523265838623
0.0001,43614,1.2734246253967285,-212.18978881835938,66.88587951660156,-0.14493322372436523
0.0001,43739,1.2898890972137451,-197.07981872558594,24.19617462158203,-0.12947970628738403
0.0001,43864,1.3064402341842651,-207.8619384765625,22.144901275634766,-0.1663719117641449
0.0001,43989,1.32308828830719,-165.32041931152344,36.48213577270508,-0.09395071119070053
0.0001,44114,1.3399736881256104,-203.5371551513672,72.01849365234375,-0.16705667972564697
0.0001,44239,1.3569761514663696,-210.97080993652344,29.261898040771484,-0.1987231969833374
0.0001,44364,1.374461054801941,-192.72894287109375,25.107982635498047,-0.13948726654052734
0.0001,44489,1.3919426202774048,-209.0955047607422,20.132495880126953,-0.1955639272928238
0.0001,44614,1.4099459648132324,-183.79751586914062,34.335540771484375,-0.1572956144809723
0.0001,44739,1.4279183149337769,-190.20529174804688,27.496213912963867,-0.1769818365573883
0.0001,44864,1.4461792707443237,-195.23077392578125,63.408390045166016,-0.1799536645412445
0.0001,44989,1.4645555019378662,-188.947998046875,51.316253662109375,-0.21272294223308563
0.0001,45114,1.4833406209945679,-195.12652587890625,23.105030059814453,-0.22229307889938354
0.0001,45239,1.5022990703582764,-193.77536010742188,23.834810256958008,-0.24956153333187103
0.0001,45364,1.5212246179580688,-207.59852600097656,129.89404296875,-0.25423020124435425
0.0001,45489,1.5405808687210083,-191.242431640625,19.9022274017334,-0.21563321352005005
0.0001,45614,1.560049295425415,-174.31515502929688,17.230361938476562,-0.20507973432540894
0.0001,45739,1.579443097114563,-188.47390747070312,15.359500885009766,-0.22398418188095093
0.0001,45864,1.599548101425171,-181.0234832763672,20.96535301208496,-0.22210341691970825
