train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
0.0001,121,0.9875621199607849,-4.695461273193359,37.53414535522461,-0.02100939117372036
0.0001,246,0.9751012325286865,-7.400525093078613,31.389379501342773,-0.041212134063243866
0.0001,371,0.963068425655365,-8.313968658447266,24.971776962280273,-0.05902818590402603
0.0001,496,0.9518848657608032,-10.419381141662598,16.87207794189453,-0.07031714916229248
0.0001,621,0.9415439367294312,-10.932233810424805,15.511815071105957,-0.07816879451274872
0.0001,746,0.9312456250190735,-14.101393699645996,20.438901901245117,-0.09169357270002365
0.0001,871,0.9210619926452637,-15.16733169555664,25.197242736816406,-0.10110703110694885
0.0001,996,0.9116571545600891,-16.703474044799805,28.11252784729004,-0.0920402929186821
0.0001,1121,0.9031174778938293,-20.586517333984375,32.68217468261719,-0.09495098143815994
0.0001,1246,0.8951732516288757,-22.07164192199707,33.572410583496094,-0.11397191882133484
0.0001,1371,0.887759268283844,-25.200265884399414,34.811771392822266,-0.09891952574253082
0.0001,1496,0.880730390548706,-26.981279373168945,36.89925003051758,-0.08736537396907806
0.0001,1621,0.8741295337677002,-27.14777946472168,39.49150085449219,-0.10069476068019867
0.0001,1746,0.8676329851150513,-30.086563110351562,40.925743103027344,-0.06571228057146072
0.0001,1871,0.8616345524787903,-32.69603729248047,45.84747314453125,-0.07462646812200546
0.0001,1996,0.8559224009513855,-33.059669494628906,49.909400939941406,-0.07780635356903076
0.0001,2121,0.8503724336624146,-36.77978515625,47.22863006591797,-0.06927970051765442
0.0001,2246,0.8450427055358887,-37.263675689697266,47.767982482910156,-0.0686740130186081
0.0001,2371,0.8398839235305786,-38.19915008544922,64.40048217773438,-0.04682106524705887
0.0001,2496,0.8348737955093384,-42.29578399658203,47.05741882324219,-0.06748204678297043
0.0001,2621,0.8300400376319885,-39.53052520751953,60.069252014160156,-0.05082813277840614
0.0001,2746,0.8254294395446777,-41.183570861816406,50.7264518737793,-0.0720941424369812
0.0001,2871,0.8208726644515991,-42.1418342590332,45.4373779296875,-0.043093491345644
0.0001,2996,0.8164007663726807,-46.143829345703125,47.15782928466797,-0.052022747695446014
0.0001,3121,0.8119584321975708,-45.844635009765625,57.70903778076172,-0.06102786213159561
0.0001,3246,0.8071364760398865,-46.651126861572266,59.75977325439453,-0.09340131282806396
0.0001,3371,0.8022984862327576,-47.61616516113281,57.68720245361328,-0.05137269198894501
0.0001,3496,0.7976177334785461,-48.0510139465332,53.0446891784668,-0.053600214421749115
0.0001,3621,0.7923941612243652,-48.865936279296875,51.80487060546875,-0.07190363854169846
0.0001,3746,0.7868766784667969,-44.35517501831055,50.34733200073242,-0.07017902284860611
0.0001,3871,0.7817589640617371,-48.30620574951172,53.5533447265625,-0.07995536923408508
0.0001,3996,0.7759715914726257,-50.688316345214844,50.68173599243164,-0.07177716493606567
0.0001,4121,0.7701184153556824,-45.74286651611328,40.436798095703125,-0.12144941091537476
0.0001,4246,0.7637919783592224,-50.51186752319336,57.090179443359375,-0.07916557788848877
0.0001,4371,0.7571702003479004,-46.27861785888672,37.299964904785156,-0.057227425277233124
0.0001,4496,0.7506119608879089,-52.29303741455078,41.764137268066406,-0.04586203023791313
0.0001,4621,0.7436907291412354,-47.58641052246094,41.15333557128906,-0.12211526930332184
0.0001,4746,0.736333429813385,-49.592491149902344,44.34825897216797,-0.09355778992176056
0.0001,4871,0.7285529971122742,-48.830963134765625,44.027976989746094,-0.1410641074180603
0.0001,4996,0.7206445932388306,-50.71708679199219,41.37451934814453,-0.08774541318416595
0.0001,5121,0.7129823565483093,-49.28837585449219,47.725704193115234,-0.04103787988424301
0.0001,5246,0.7053579688072205,-48.195709228515625,38.00444030761719,-0.12153095752000809
0.0001,5371,0.6977205872535706,-50.767845153808594,45.458404541015625,-0.08406645059585571
0.0001,5496,0.6900328397750854,-46.36526870727539,34.24586868286133,-0.14674803614616394
0.0001,5621,0.6818143129348755,-48.96763610839844,40.05062484741211,-0.13145959377288818
0.0001,5746,0.6736761331558228,-47.51123046875,46.48096466064453,-0.11153975874185562
0.0001,5871,0.6658986806869507,-48.21332550048828,35.36172103881836,-0.1417599320411682
0.0001,5996,0.6579707860946655,-49.236751556396484,28.411041259765625,-0.1897311806678772
0.0001,6121,0.6498979926109314,-48.54273986816406,38.419700622558594,-0.1231701597571373
0.0001,6246,0.6422378420829773,-47.371280670166016,22.28752899169922,-0.17196065187454224
0.0001,6371,0.6347382068634033,-49.93534469604492,35.86124801635742,-0.09213825315237045
0.0001,6496,0.6274738311767578,-49.3146858215332,34.17516326904297,-0.15447074174880981
0.0001,6621,0.6202161908149719,-48.53211975097656,34.38814926147461,-0.21730966866016388
0.0001,6746,0.6131643652915955,-52.46678924560547,41.77904510498047,-0.0461726114153862
0.0001,6871,0.6061278581619263,-54.092559814453125,30.35842514038086,-0.08731149137020111
0.0001,6996,0.5992752313613892,-52.24561309814453,44.7752571105957,-0.11331920325756073
0.0001,7121,0.5923185348510742,-49.13628387451172,29.50238037109375,-0.24497441947460175
0.0001,7246,0.5855019688606262,-49.961326599121094,30.65959930419922,-0.19766831398010254
0.0001,7371,0.5786997079849243,-50.84958267211914,33.29530334472656,-0.21022450923919678
0.0001,7496,0.5722162127494812,-49.91620635986328,39.88695526123047,-0.22148150205612183
0.0001,7621,0.5659421682357788,-57.60755920410156,34.71980285644531,-0.12873876094818115
0.0001,7746,0.5598995089530945,-50.405296325683594,26.285930633544922,-0.09929759800434113
0.0001,7871,0.5538936257362366,-54.21784210205078,28.259098052978516,-0.1809019148349762
0.0001,7996,0.5480008721351624,-58.302860260009766,46.249290466308594,-0.12345145642757416
0.0001,8121,0.5429859161376953,-56.775901794433594,32.38115310668945,-0.19613131880760193
