train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
0.0001,285980,2.787612199783325,2.581465005874634,40.44921875,0.19165094196796417
0.0001,286105,2.732050657272339,2.757750988006592,11.588768005371094,0.3121147155761719
0.0001,286230,2.673895835876465,2.9990181922912598,17.328067779541016,0.3643856346607208
0.0001,286355,2.6239893436431885,2.7786026000976562,8.124359130859375,0.3775601387023926
0.0001,286480,2.5788583755493164,2.6189517974853516,7.5310821533203125,0.3613050580024719
0.0001,286605,2.534453868865967,2.9424936771392822,13.74406909942627,0.3213159441947937
0.0001,286730,2.4907002449035645,2.559939384460449,4.541479587554932,0.2268674075603485
0.0001,286855,2.4476590156555176,2.459700107574463,3.565196990966797,0.3854523003101349
0.0001,286980,2.4041225910186768,2.6179823875427246,6.058178901672363,0.33991390466690063
0.0001,287105,2.3627769947052,2.594456672668457,3.988328456878662,0.3522794246673584
0.0001,287230,2.32315731048584,2.5063509941101074,2.221475601196289,0.39090579748153687
0.0001,287355,2.285470724105835,2.5701539516448975,3.2351460456848145,0.4312659502029419
0.0001,287480,2.248422384262085,2.378459930419922,2.0225040912628174,0.4120360016822815
0.0001,287605,2.212759494781494,2.392665386199951,1.7815138101577759,0.3430922031402588
0.0001,287730,2.178607940673828,2.379321813583374,1.5308268070220947,0.3807058334350586
0.0001,287855,2.144956350326538,2.304938793182373,1.179232120513916,0.4280427098274231
0.0001,287980,2.1124629974365234,2.2940797805786133,1.3716896772384644,0.3359491229057312
0.0001,288105,2.080779552459717,2.244837522506714,0.9230327010154724,0.3997601270675659
0.0001,288230,2.0502429008483887,2.0819249153137207,5.393399238586426,0.3659220337867737
0.0001,288355,2.0203492641448975,2.276890754699707,0.931673526763916,0.38434749841690063
0.0001,288480,1.9916125535964966,2.2685890197753906,1.055625557899475,0.3557336628437042
0.0001,288605,1.9633527994155884,2.1133222579956055,0.9340707659721375,0.35893356800079346
0.0001,288730,1.9357115030288696,2.1440982818603516,0.8188984394073486,0.3437268137931824
0.0001,288855,1.9087082147598267,2.013029098510742,0.7371508479118347,0.34447216987609863
0.0001,288980,1.8825280666351318,2.055534601211548,0.9468753933906555,0.30498623847961426
0.0001,289105,1.8568283319473267,1.9396653175354004,0.700851321220398,0.36970728635787964
0.0001,289230,1.8314754962921143,1.937781572341919,0.7828035354614258,0.3162999153137207
0.0001,289355,1.806727409362793,2.015859603881836,0.6304013133049011,0.3458242416381836
0.0001,289480,1.7825404405593872,1.882841944694519,0.5989655256271362,0.35301053524017334
0.0001,289605,1.7588446140289307,1.8915693759918213,1.0989830493927002,0.3149028420448303
0.0001,289730,1.7354483604431152,1.8729937076568604,0.4180367887020111,0.30958688259124756
0.0001,289855,1.7126102447509766,1.825495719909668,2.9918556213378906,0.3050215244293213
0.0001,289980,1.690076470375061,1.7364882230758667,0.5286200046539307,0.32823193073272705
0.0001,290105,1.6679543256759644,1.8248746395111084,0.501209020614624,0.24818679690361023
0.0001,290230,1.646480679512024,1.8610777854919434,0.4471103250980377,0.28184694051742554
0.0001,290355,1.6252926588058472,1.8030104637145996,0.2984636425971985,0.24255383014678955
0.0001,290480,1.6043579578399658,1.770582675933838,0.34093964099884033,0.2602764964103699
